id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.9410462,"[416, 246]",0.9512820512820512,True,0,"[72.0, 4.0, 347.0]","[72.0, 525.0, 106.0]",1
