id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.94841516,"[305, 106]",0.658974358974359,True,0,"[-22.0, -140.0, 447.0]","[-22.0, 625.0, 250.0]",1
T02,0.92264247,"[475, 95]",0.9756410256410256,True,0,"[93.0, -92.0, 271.0]","[93.0, 449.0, 202.0]",2
