id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.9081753,"[530, 14]",0.7320512820512821,True,0,"[520.0, -583.0, 1099.0]","[520.0, 1277.0, 693.0]",1
T02,0.90412587,"[434, 258]",0.9756410256410256,True,0,"[94.0, 15.0, 378.0]","[94.0, 556.0, 95.0]",2
