id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.9209161,"[471, 279]",0.9512820512820512,True,0,"[85.0, 22.0, 255.0]","[85.0, 433.0, 88.0]",1
