id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.93717253,"[131, 228]",0.7076923076923076,True,0,"[-308.0, -21.0, 676.0]","[-308.0, 854.0, 131.0]",1
T02,0.7101959,"[350, 71]",0.7320512820512821,True,0,"[-431.0, -305.0, 634.0]","[-431.0, 812.0, 415.0]",2
