id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.94038314,"[416, 255]",0.9756410256410256,True,0,"[71.0, 11.0, 346.0]","[71.0, 524.0, 99.0]",1
