id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.91060245,"[420, 257]",0.9756410256410256,True,0,"[74.0, 12.0, 342.0]","[74.0, 520.0, 98.0]",1
