id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.93375486,"[422, 254]",0.9756410256410256,True,0,"[79.0, 11.0, 358.0]","[79.0, 536.0, 99.0]",1
T02,0.75949544,"[281, 99]",0.7320512820512821,True,0,"[-45.0, -139.0, 422.0]","[-45.0, 600.0, 249.0]",2
