id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.9509454,"[433, 345]",0.9512820512820512,True,0,"[83.0, 81.0, 338.0]","[83.0, 516.0, 29.0]",1
T02,0.91394126,"[275, 111]",0.7320512820512821,True,0,"[-146.0, -369.0, 1224.0]","[-146.0, 1402.0, 479.0]",2
