id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.8291815,"[432, 258]",0.9512820512820512,True,0,"[85.0, 14.0, 351.0]","[85.0, 529.0, 96.0]",1
