id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.94817966,"[401, 257]",0.9756410256410256,True,0,"[57.0, 12.0, 334.0]","[57.0, 512.0, 98.0]",1
