id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.9146902,"[426, 256]",0.9756410256410256,True,0,"[80.0, 12.0, 351.0]","[80.0, 529.0, 98.0]",1
