id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.9192741,"[451, 94]",0.9756410256410256,True,0,"[75.0, -89.0, 259.0]","[75.0, 437.0, 199.0]",1
T02,0.6869936,"[328, 107]",0.6833333333333333,True,0,"[1.0, -139.0, 448.0]","[1.0, 626.0, 249.0]",2
