id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.93803483,"[412, 268]",0.9756410256410256,True,0,"[60.0, 19.0, 306.0]","[60.0, 484.0, 91.0]",1
