id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.96699244,"[436, 328]",0.9756410256410256,True,0,"[56.0, 45.0, 222.0]","[56.0, 400.0, 65.0]",1
T02,0.9158512,"[302, 249]",0.658974358974359,True,-1,"[-26.0, 8.0, 464.0]","[-26.0, 642.0, 102.0]",2
