id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.76627564,"[431, 256]",0.9512820512820512,True,0,"[87.0, 12.0, 360.0]","[87.0, 538.0, 98.0]",1
