id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.94359714,"[424, 256]",0.9512820512820512,True,0,"[81.0, 12.0, 361.0]","[81.0, 539.0, 98.0]",1
