id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.94320166,"[415, 256]",0.9756410256410256,True,0,"[71.0, 12.0, 351.0]","[71.0, 529.0, 98.0]",1
