id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.95776874,"[71, 387]",0.6102564102564103,True,0,"[-184.0, 105.0, 308.0]","[-184.0, 486.0, 5.0]",1
T02,0.8784904,"[432, 350]",0.9756410256410256,True,0,"[66.0, 68.0, 270.0]","[66.0, 448.0, 42.0]",2
T03,0.75465655,"[401, 233]",0.6833333333333333,True,0,"[69.0, -8.0, 402.0]","[69.0, 580.0, 118.0]",3
