id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.87510335,"[485, 274]",0.9756410256410256,True,0,"[119.0, 25.0, 324.0]","[119.0, 502.0, 85.0]",1
