id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.88254297,"[186, 138]",0.7807692307692308,True,0,"[-234.0, -172.0, 719.0]","[-234.0, 897.0, 282.0]",1
T02,0.873293,"[540, 295]",0.9512820512820512,True,0,"[140.0, 35.0, 282.0]","[140.0, 460.0, 75.0]",2
