id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.91002446,"[462, 444]",0.15000000000000002,True,0,"[93.0, 140.0, 296.0]","[93.0, 474.0, -40.0]",1
T02,0.8362636,"[364, 10]",0.6833333333333333,True,0,"[74.0, -463.0, 858.0]","[74.0, 1036.0, 563.0]",2
T03,0.7968358,"[403, 136]",0.3500000000000001,True,0,"[161.0, -222.0, 912.0]","[161.0, 1090.0, 322.0]",3
