id,conf,image_coords,ripeness,is_ripe,approach_ang,camera_coords,arm_coords,harvest_order
T01,0.9526709,"[375, 314]",0.050000000000000044,True,0,"[16.0, 24.0, 143.0]","[16.0, 321.0, 97.0]",1
